concept_id,concept,cluster_id,branch_name,reconstructed_proto_form,ipa_form,confidence_score,articulatory_notes,primary_proto_attestations,daughter_attestations
145,name,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*nimV,nimV,0.98,"Reconstructed stem *nimV with initial labial/dental stop, open vowel, and preserved root structure.",Борейский праязык / Proto-Borean: *n[i]mV; Ностратический праязык / Proto-Nostratic: *n[i]mV; Сино-кавказский праязык / Proto-Sino-Caucasian: *m[i]n; Прасино-тибетский / Proto-Sino-Tibetan: *r-miŋ,Борейский праязык / Proto-Borean: *n[i]mV; Ностратический праязык / Proto-Nostratic: *n[i]mV; Сино-кавказский праязык / Proto-Sino-Caucasian: *m[i]n; Прасино-тибетский / Proto-Sino-Tibetan: *r-miŋ; Праиндоевропейский / Proto-Indo-European: *h₁nómn̥
146,burn,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*dʰegʷʰ-,dʰegʷʰ-,0.98,"Reconstructed stem *dʰegʷʰ- with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *dʰegʷʰ-; Proto-Lezgian: *ʔokːʷɨ-; Proto-Nakh: *=aːkʼ-; Proto-Yeniseian: *qɔʔt,Праиндоевропейский / Proto-Indo-European: *dʰegʷʰ-; Proto-Lezgian: *ʔokːʷɨ-; Proto-Nakh: *=aːkʼ-; Proto-Yeniseian: *qɔʔt; Ancient Attic Greek (Plato) [grc]: ká-oː {κάω}
147,full,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*pl̥h₁nós,pl̥h₁nós,0.98,"Reconstructed stem *pl̥h₁nós with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *pl̥h₁nós; Proto-Lezgian: *hˤacʼɨ-; Proto-Nakh: *=ucʼ-; Proto-Yeniseian: *ʔute,Праиндоевропейский / Proto-Indo-European: *pl̥h₁nós; Proto-Lezgian: *hˤacʼɨ-; Proto-Nakh: *=ucʼ-; Proto-Yeniseian: *ʔute; Proto-Taa: *um
148,give,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*deh₃-,deh₃-,0.98,"Reconstructed stem *deh₃- with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *deh₃-; Proto-Lezgian: *ʔiƛːɨ-; Proto-Nakh: *=aɬ-; Proto-Yeniseian: *n=...=o #,Праиндоевропейский / Proto-Indo-European: *deh₃-; Proto-Lezgian: *ʔiƛːɨ-; Proto-Nakh: *=aɬ-; Proto-Yeniseian: *n=...=o #; Proto-Taa: *!qʰa-; *V-
149,good,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*h₁su- / wésus,h₁su- / wésus,0.98,"Reconstructed stem *h₁su- / wésus with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *h₁su- / *wésus; Proto-Lezgian: *yukːɨ-; Proto-Nakh: *dak- ~ *dik-; Proto-Yeniseian: *haq-,Праиндоевропейский / Proto-Indo-European: *h₁su- / *wésus; Proto-Lezgian: *yukːɨ-; Proto-Nakh: *dak- ~ *dik-; Proto-Yeniseian: *haq-; Proto-Taa: *qãĩ #
150,new,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*néwos,néwos,0.98,"Reconstructed stem *néwos with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *néwos; Proto-Lezgian: *cʼen-class-ä-; Proto-Nakh: *cʼin-a #; Proto-Yeniseian: *giʔ,Праиндоевропейский / Proto-Indo-European: *néwos; Proto-Lezgian: *cʼen-class-ä-; Proto-Nakh: *cʼin-a #; Proto-Yeniseian: *giʔ; Proto-Taa: *ǁquˤ-
151,red,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*h₁rewtʰ-,h₁rewtʰ-,0.98,"Reconstructed stem *h₁rewtʰ- with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *h₁rewdʰ-; Proto-Lezgian: *ʔirɨ- ~ *ʔˤirɨ-; Proto-Nakh: *cʼeːg-en; Proto-Yeniseian: *sur-,Праиндоевропейский / Proto-Indo-European: *h₁rewdʰ-; Proto-Lezgian: *ʔirɨ- ~ *ʔˤirɨ-; Proto-Nakh: *cʼeːg-en; Proto-Yeniseian: *sur-; Proto-Taa: *ǀaʰ-
152,white,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*h₂elbʰ- / kʷeyt-,h₂elbʰ- / kʷeyt-,0.98,"Reconstructed stem *h₂elbʰ- / kʷeyt- with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *h₂elbʰ- / *kʷeyt-; Proto-Lezgian: *čʼʷVˤbä; Proto-Nakh: *kʼay-in ~ *kʼuy-in; Proto-Yeniseian: *tak-am,Праиндоевропейский / Proto-Indo-European: *h₂elbʰ- / *kʷeyt-; Proto-Lezgian: *čʼʷVˤbä; Proto-Nakh: *kʼay-in ~ *kʼuy-in; Proto-Yeniseian: *tak-am; Proto-Taa: *ŋ
153,black,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*krs-nós,krs-nós,0.98,"Reconstructed stem *krs-nós with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *krs-nós; Proto-Lezgian: *laːˤV- ~ *loːˤV-; Proto-Nakh: *ʡaːrčʼ-i; Proto-Yeniseian: *tum-,Праиндоевропейский / Proto-Indo-European: *krs-nós; Proto-Lezgian: *laːˤV- ~ *loːˤV-; Proto-Nakh: *ʡaːrčʼ-i; Proto-Yeniseian: *tum-; Proto-Taa: *ǂaʔ-
154,stand,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*steh₂-,steh₂-,0.98,"Reconstructed stem *steh₂- with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *steh₂-; Proto-Lezgian: *ʔecːʷär-; Proto-Nakh: *l=aːtt-; Proto-Yeniseian: *=dɨŋ ~ *=dɨk,Праиндоевропейский / Proto-Indo-European: *steh₂-; Proto-Lezgian: *ʔecːʷär-; Proto-Nakh: *l=aːtt-; Proto-Yeniseian: *=dɨŋ ~ *=dɨk; Proto-Taa: *ǁʰũ
155,sit,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*set-,set-,0.98,"Reconstructed stem *set- with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *sed-; Proto-Lezgian: *ʔiqʼʷä-; Proto-Nakh: *=aːɣ-; Proto-Yeniseian: *xu-,Праиндоевропейский / Proto-Indo-European: *sed-; Proto-Lezgian: *ʔiqʼʷä-; Proto-Nakh: *=aːɣ-; Proto-Yeniseian: *xu-; Proto-Taa: *cʰu
156,see,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*sekʷ- / weyt-,sekʷ- / weyt-,0.98,"Reconstructed stem *sekʷ- / weyt- with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *sekʷ- / *weyd-; Proto-Lezgian: *ʔakːʷä-; Proto-Nakh: *=ag- / *gu=; Proto-Yeniseian: *t=...=ɔŋ,Праиндоевропейский / Proto-Indo-European: *sekʷ- / *weyd-; Proto-Lezgian: *ʔakːʷä-; Proto-Nakh: *=ag- / *gu=; Proto-Yeniseian: *t=...=ɔŋ; Proto-Taa: *a-
157,hear,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ḱlew-,ḱlew-,0.98,"Reconstructed stem *ḱlew- with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *ḱlew-; Proto-Lezgian: *ʔeɬɨ- ~ *ʔeɬːɨ-; Proto-Nakh: *xacʼ-; Proto-Yeniseian: *=ta,Праиндоевропейский / Proto-Indo-European: *ḱlew-; Proto-Lezgian: *ʔeɬɨ- ~ *ʔeɬːɨ-; Proto-Nakh: *xacʼ-; Proto-Yeniseian: *=ta; Proto-Taa: *tãˤ
158,know,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ǵneh₃-,ǵneh₃-,0.98,"Reconstructed stem *ǵneh₃- with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *ǵneh₃-; Proto-Lezgian: *ʔacʼa-; Proto-Nakh: *xaʔ-; Proto-Taa: *uma- #,Праиндоевропейский / Proto-Indo-European: *ǵneh₃-; Proto-Lezgian: *ʔacʼa-; Proto-Nakh: *xaʔ-; Proto-Taa: *uma- #; Ancient Attic Greek (Plato) [grc]: ôyd-a {οἶδα}
159,rain,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*sers- / h₁wóh₁r-,sers- / h₁wóh₁r-,0.98,"Reconstructed stem *sers- / h₁wóh₁r- with initial labial/dental stop, open vowel, and preserved root structure.",Праиндоевропейский / Proto-Indo-European: *sers- / *h₁wóh₁r-; Proto-Lezgian: *ʔoqːʷa-l; Proto-Nakh: *daɣu; Proto-Yeniseian: *xur,Праиндоевропейский / Proto-Indo-European: *sers- / *h₁wóh₁r-; Proto-Lezgian: *ʔoqːʷa-l; Proto-Nakh: *daɣu; Proto-Yeniseian: *xur; Proto-Taa: *!xʼoe
160,all,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*kʼɨʔʷV,kʼɨʔʷV,0.98,"Reconstructed stem *kʼɨʔʷV with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *kʼɨʔʷV; Proto-Nakh: *=arr-ikʼ; Proto-Yeniseian: *bɨʎ- #; Proto-Taa: *ko-kaˤ,"Proto-Lezgian: *kʼɨʔʷV; Proto-Nakh: *=arr-ikʼ; Proto-Yeniseian: *bɨʎ- #; Proto-Taa: *ko-kaˤ; Ancient Attic Greek (Plato) [grc]: pánt- {πᾶς, pl. πάντες}"
161,ashes,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*riqʼːʷˤ,riqʼːʷˤ,0.98,"Reconstructed stem *riqʼːʷˤ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *riqʼːʷˤ; Proto-Nakh: *yobqʼ; Proto-Yeniseian: *qol- [*qor-] #; Proto-Taa: *!ʼui #,Proto-Lezgian: *riqʼːʷˤ; Proto-Nakh: *yobqʼ; Proto-Yeniseian: *qol- [*qor-] #; Proto-Taa: *!ʼui #; Ancient Attic Greek (Plato) [grc]: tépʰ-r-aː {τέφρα}
162,bark,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ƛːal,ƛːal,0.98,"Reconstructed stem *ƛːal with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ƛːal; Proto-Nakh: *kaːbst; Proto-Yeniseian: *ʔɨɢ- [*xɨɢ-] #; Proto-Taa: *gu-le,Proto-Lezgian: *ƛːal; Proto-Nakh: *kaːbst; Proto-Yeniseian: *ʔɨɢ- [*xɨɢ-] #; Proto-Taa: *gu-le; Ancient Attic Greek (Plato) [grc]: pʰloy-ó-s {φλοιός}
163,belly,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*uo=ɬʷɨn ~ ro=ɬʷɨn,uo=ɬʷɨn ~ ro=ɬʷɨn,0.98,"Reconstructed stem *uo=ɬʷɨn ~ ro=ɬʷɨn with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *uo=ɬʷɨn ~ *ro=ɬʷɨn; Proto-Nakh: *gag-; Ancient Attic Greek (Plato) [grc]: gas-téːr {γαστήρ}; Ancient Ionic Greek (Herodotus) [grc]: gas-téːr {γαστήρ},Proto-Lezgian: *uo=ɬʷɨn ~ *ro=ɬʷɨn; Proto-Nakh: *gag-; Ancient Attic Greek (Plato) [grc]: gas-téːr {γαστήρ}; Ancient Ionic Greek (Herodotus) [grc]: gas-téːr {γαστήρ}; Classical Armenian [hye]: oɹovayn {որովայն}
164,big,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*pːVhˤV- ~ hˤVpːV-,pːVhˤV- ~ hˤVpːV-,0.98,"Reconstructed stem *pːVhˤV- ~ hˤVpːV- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *pːVhˤV- ~ *hˤVpːV-; Proto-Nakh: *=aqqu-n; Proto-Yeniseian: *qeʔ; Proto-Taa: *!xa-,Proto-Lezgian: *pːVhˤV- ~ *hˤVpːV-; Proto-Nakh: *=aqqu-n; Proto-Yeniseian: *qeʔ; Proto-Taa: *!xa-; Ancient Attic Greek (Plato) [grc]: méga-s {μέγας}
165,bird,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*nɨсʼʷ,nɨсʼʷ,0.98,"Reconstructed stem *nɨсʼʷ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *nɨсʼʷ; Proto-Nakh: *ʔaːlxaʒur; Proto-Yeniseian: *duma; Proto-Taa: *u(ʔ)-,Proto-Lezgian: *nɨсʼʷ; Proto-Nakh: *ʔaːlxaʒur; Proto-Yeniseian: *duma; Proto-Taa: *u(ʔ)-; Ancient Attic Greek (Plato) [grc]: ór-n-i-s {ὄρνις}
166,bite,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔeqʼːɨ-,ʔeqʼːɨ-,0.98,"Reconstructed stem *ʔeqʼːɨ- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔeqʼːɨ-; Proto-Nakh: *qaħ- #; Proto-Yeniseian: *ʔaʒ; Proto-Taa: *ciʔ-,Proto-Lezgian: *ʔeqʼːɨ-; Proto-Nakh: *qaħ- #; Proto-Yeniseian: *ʔaʒ; Proto-Taa: *ciʔ-; Ancient Attic Greek (Plato) [grc]: dák-n-oː {δάκνω}
167,claw / nail,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*mːäɬː,mːäɬː,0.98,"Reconstructed stem *mːäɬː with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *mːäɬː; Proto-Nakh: *mʡaːra; Proto-Yeniseian: *ʔiːɲe [*xiːɲe]; Proto-Taa: *ǁqu-re #,Proto-Lezgian: *mːäɬː; Proto-Nakh: *mʡaːra; Proto-Yeniseian: *ʔiːɲe [*xiːɲe]; Proto-Taa: *ǁqu-re #; Ancient Attic Greek (Plato) [grc]: ónükʰ- {ὄνυξ}
168,cloud,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔamsː,ʔamsː,0.98,"Reconstructed stem *ʔamsː with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔamsː; Proto-Nakh: *marxo; Proto-Yeniseian: *ʔas=pur; Ancient Attic Greek (Plato) [grc]: népʰ-os {νέφος},Proto-Lezgian: *ʔamsː; Proto-Nakh: *marxo; Proto-Yeniseian: *ʔas=pur; Ancient Attic Greek (Plato) [grc]: népʰ-os {νέφος}; Ancient Ionic Greek (Herodotus) [grc]: népʰ-os {νέφος}
169,cold,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*meƛʼä-,meƛʼä-,0.98,"Reconstructed stem *meƛʼä- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *meƛʼä-; Proto-Nakh: *pšeː-l-i(n); Proto-Taa: *ǁãʔũ; Ancient Attic Greek (Plato) [grc]: psüːkʰ-r-ó-s {ψυχρός},Proto-Lezgian: *meƛʼä-; Proto-Nakh: *pšeː-l-i(n); Proto-Taa: *ǁãʔũ; Ancient Attic Greek (Plato) [grc]: psüːkʰ-r-ó-s {ψυχρός}; Ancient Ionic Greek (Herodotus) [grc]: psüːkʰ-r-ó- {ψυχρός}
170,dry,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔiqʼːʷar-,ʔiqʼːʷar-,0.98,"Reconstructed stem *ʔiqʼːʷar- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔiqʼːʷar-; Proto-Nakh: *=aqʼ-i(n); Proto-Yeniseian: *qɔy- [*qɔɢ-]; Proto-Taa: *ǁuˤ- #,Proto-Lezgian: *ʔiqʼːʷar-; Proto-Nakh: *=aqʼ-i(n); Proto-Yeniseian: *qɔy- [*qɔɢ-]; Proto-Taa: *ǁuˤ- #; Ancient Attic Greek (Plato) [grc]: kseːr-ó- {ξηρός}
171,feather,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*kʷik ~ kʷimk,kʷik ~ kʷimk,0.98,"Reconstructed stem *kʷik ~ kʷimk with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *kʷik ~ *kʷimk; Proto-Nakh: *peːla-kʼ #; Proto-Yeniseian: *ʔaːsi; Proto-Taa: *ʔ,Proto-Lezgian: *kʷik ~ *kʷimk; Proto-Nakh: *peːla-kʼ #; Proto-Yeniseian: *ʔaːsi; Proto-Taa: *ʔ; Ancient Attic Greek (Plato) [grc]: pter-ó-n {πτερόν}
172,fly,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔiV,ʔiV,0.98,"Reconstructed stem *ʔiV with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔiV; Proto-Nakh: *leːl-; Proto-Yeniseian: *=doːq #; Proto-Taa: *ʒõẽˤ,Proto-Lezgian: *ʔiV; Proto-Nakh: *leːl-; Proto-Yeniseian: *=doːq #; Proto-Taa: *ʒõẽˤ; Ancient Attic Greek (Plato) [grc]: péto-may {πέτομαι}
173,hair,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*čʼaˤr,čʼaˤr,0.98,"Reconstructed stem *čʼaˤr with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *čʼaˤr; Proto-Nakh: *čo; Proto-Yeniseian: *cəŋe; Proto-Taa: *qʰu-,"Proto-Lezgian: *čʼaˤr; Proto-Nakh: *čo; Proto-Yeniseian: *cəŋe; Proto-Taa: *qʰu-; Ancient Attic Greek (Plato) [grc]: tríkʰ-es {θρίξ, pl. τρίχες}"
174,horn,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*kalč ~ kʼalč ~ kːalč,kalč ~ kʼalč ~ kːalč,0.98,"Reconstructed stem *kalč ~ kʼalč ~ kːalč with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *kalč ~ *kʼalč ~ *kːalč; Proto-Nakh: *muʡaʔ; Proto-Yeniseian: *qɔʔ; Proto-Taa: *ǁã-,Proto-Lezgian: *kalč ~ *kʼalč ~ *kːalč; Proto-Nakh: *muʡaʔ; Proto-Yeniseian: *qɔʔ; Proto-Taa: *ǁã-; Ancient Attic Greek (Plato) [grc]: kéra-s {κέρας}
175,kill,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔiƛʼe,ʔiƛʼe,0.98,"Reconstructed stem *ʔiƛʼe with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔiƛʼe; Proto-Nakh: *=ʡeːw-; Proto-Yeniseian: *ʔeːy [*xeːy]; Proto-Taa: *qa- #,Proto-Lezgian: *ʔiƛʼe; Proto-Nakh: *=ʡeːw-; Proto-Yeniseian: *ʔeːy [*xeːy]; Proto-Taa: *qa- #; Ancient Attic Greek (Plato) [grc]: apo=ktéyn-oː {ἀποκτείνω}
176,knee,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*pɨˤmp ~ pʼɨˤmpʼ,pɨˤmp ~ pʼɨˤmpʼ,0.98,"Reconstructed stem *pɨˤmp ~ pʼɨˤmpʼ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *pɨˤmp ~ *pʼɨˤmpʼ; Proto-Nakh: *gagu; Proto-Yeniseian: *baʔt; Proto-Taa: *xũ,Proto-Lezgian: *pɨˤmp ~ *pʼɨˤmpʼ; Proto-Nakh: *gagu; Proto-Yeniseian: *baʔt; Proto-Taa: *xũ; Ancient Attic Greek (Plato) [grc]: gónü {γόνυ}
177,leaf,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ƛʼačʼa,ƛʼačʼa,0.98,"Reconstructed stem *ƛʼačʼa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ƛʼačʼa; Proto-Nakh: *ɣa; Proto-Yeniseian: *yəːpe; Proto-Taa: *ana #,Proto-Lezgian: *ƛʼačʼa; Proto-Nakh: *ɣa; Proto-Yeniseian: *yəːpe; Proto-Taa: *ana #; Ancient Attic Greek (Plato) [grc]: pʰǘll-o-n {φύλλον}
178,lie,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔaär-,ʔaär-,0.98,"Reconstructed stem *ʔaär- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔaär-; Proto-Nakh: *=ill-; Proto-Yeniseian: *=qɔt; Proto-Taa: *tu,Proto-Lezgian: *ʔaär-; Proto-Nakh: *=ill-; Proto-Yeniseian: *=qɔt; Proto-Taa: *tu; Ancient Attic Greek (Plato) [grc]: katá=key-may {κατάκειμαι}
179,liver,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*läƛʼ,läƛʼ,0.98,"Reconstructed stem *läƛʼ with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *läƛʼ; Proto-Nakh: *doʡax ~ *doʡex; Proto-Yeniseian: *seŋ #; Proto-Taa: *am,Proto-Lezgian: *läƛʼ; Proto-Nakh: *doʡax ~ *doʡex; Proto-Yeniseian: *seŋ #; Proto-Taa: *am; Ancient Attic Greek (Plato) [grc]: hêːp-ar {ἧπαρ}
180,long,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*hˤalä-,hˤalä-,0.98,"Reconstructed stem *hˤalä- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *hˤalä-; Proto-Nakh: *=ʕaːx-in; Proto-Yeniseian: *ʔux-; Ancient Attic Greek (Plato) [grc]: mak-r-ó- {μακρός},Proto-Lezgian: *hˤalä-; Proto-Nakh: *=ʕaːx-in; Proto-Yeniseian: *ʔux-; Ancient Attic Greek (Plato) [grc]: mak-r-ó- {μακρός}; Ancient Ionic Greek (Herodotus) [grc]: mak-r-ó- {μακρός}
181,louse,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*näcʼː,näcʼː,0.98,"Reconstructed stem *näcʼː with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *näcʼː; Proto-Nakh: *macʼe; Proto-Yeniseian: *ʔəːke [*xəːke]; Proto-Taa: *ũˤ #,Proto-Lezgian: *näcʼː; Proto-Nakh: *macʼe; Proto-Yeniseian: *ʔəːke [*xəːke]; Proto-Taa: *ũˤ #; Ancient Attic Greek (Plato) [grc]: pʰtʰéyr {φθείρ}
182,man,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*šːʷiy,šːʷiy,0.98,"Reconstructed stem *šːʷiy with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *šːʷiy; Proto-Nakh: *stʼakʼ; Proto-Yeniseian: *pixe; Proto-Taa: *ƛâ=àˤ,Proto-Lezgian: *šːʷiy; Proto-Nakh: *stʼakʼ; Proto-Yeniseian: *pixe; Proto-Taa: *ƛâ=àˤ; Ancient Attic Greek (Plato) [grc]: anéːr {ἀνήρ}
183,many,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ʔaˤɨ-,ʔaˤɨ-,0.98,"Reconstructed stem *ʔaˤɨ- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ʔaˤɨ-; Proto-Nakh: *duqa; Proto-Yeniseian: *bəy- #; Proto-Taa: *ǁari,Proto-Lezgian: *ʔaˤɨ-; Proto-Nakh: *duqa; Proto-Yeniseian: *bəy- #; Proto-Taa: *ǁari; Ancient Attic Greek (Plato) [grc]: pol-ǘ- {πολύς}
184,meat,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*yaƛʼː,yaƛʼː,0.98,"Reconstructed stem *yaƛʼː with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *yaƛʼː; Proto-Nakh: *dilxu; Proto-Yeniseian: *ʔise; Proto-Taa: *ʘa-,Proto-Lezgian: *yaƛʼː; Proto-Nakh: *dilxu; Proto-Yeniseian: *ʔise; Proto-Taa: *ʘa-; Ancient Attic Greek (Plato) [grc]: kréas {κρέας}
185,mountain,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*sɨwa,sɨwa,0.98,"Reconstructed stem *sɨwa with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *sɨwa; Proto-Nakh: *laːm; Proto-Yeniseian: *rʸɨʔǯ; Proto-Taa: *!um,Proto-Lezgian: *sɨwa; Proto-Nakh: *laːm; Proto-Yeniseian: *rʸɨʔǯ; Proto-Taa: *!um; Ancient Attic Greek (Plato) [grc]: ór-os {ὄρος}
186,mouth,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*sːɨw,sːɨw,0.98,"Reconstructed stem *sːɨw with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *sːɨw; Proto-Nakh: *bakʼa; Proto-Yeniseian: *qowe; Proto-Taa: *ǂu-,Proto-Lezgian: *sːɨw; Proto-Nakh: *bakʼa; Proto-Yeniseian: *qowe; Proto-Taa: *ǂu-; Ancient Attic Greek (Plato) [grc]: stóm-a {στόμα}
187,neck,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*ˤaw,ˤaw,0.98,"Reconstructed stem *ˤaw with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *ˤaw; Proto-Nakh: *yaʡ #; Proto-Yeniseian: *kəqənt; Proto-Taa: *ǂxʼãũ,Proto-Lezgian: *ˤaw; Proto-Nakh: *yaʡ #; Proto-Yeniseian: *kəqənt; Proto-Taa: *ǂxʼãũ; Ancient Attic Greek (Plato) [grc]: awkʰ-éːn {αὐχήν}
188,nose,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*muʔel,muʔel,0.98,"Reconstructed stem *muʔel with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *muʔel; Proto-Nakh: *marɬo; Proto-Yeniseian: *xaŋ; Proto-Taa: *uʰ-,Proto-Lezgian: *muʔel; Proto-Nakh: *marɬo; Proto-Yeniseian: *xaŋ; Proto-Taa: *uʰ-; Ancient Attic Greek (Plato) [grc]: r̥iːn- {ῥίς}
189,not,branch_eurasian,Proto-Sapiens Eurasiaticus (Праевразийский / Борейский),*tːV-,tːV-,0.98,"Reconstructed stem *tːV- with initial labial/dental stop, open vowel, and preserved root structure.",Proto-Lezgian: *tːV-; Proto-Nakh: *ca ~ *co; Proto-Yeniseian: *wən; Proto-Taa: *ǁqʰu-,Proto-Lezgian: *tːV-; Proto-Nakh: *ca ~ *co; Proto-Yeniseian: *wən; Proto-Taa: *ǁqʰu-; Ancient Attic Greek (Plato) [grc]: uː ~ uːk ~ uːkʰ {οὐ ~ οὐκ ~ οὐχ}
